file,url,status,info
2024-06-13-fda-v-ahm.yaml,https://www.supremecourt.gov/opinions/23pdf/23-235_3e04.pdf,200,
2024-06-13_scotus_fda_v_ahm.yaml,https://www.supremecourt.gov/opinions/23pdf/23-235_n7ip.pdf,200,
2024-06-13_scotus_fda_v_ahm.yaml,https://www.scotusblog.com/cases/case-files/food-and-drug-administration-v-alliance-for-hippocratic-medicine-2/,200,
2024-06-26-meta-filter-bug.yaml,https://www.engadget.com/a-meta-error-broke-the-political-content-filter-on-threads-and-instagram-173020269.html,200,
2024-06-26-murthy-v-missouri.yaml,https://www.supremecourt.gov/opinions/23pdf/23-411_6jfm.pdf,200,
2024-06-26_meta_political_filter_bug.yaml,https://www.theverge.com/2024/6/26/24186388/instagram-threads-meta-political-content-filter-setting-stuck,200,
2024-06-26_meta_political_filter_bug.yaml,https://www.engadget.com/a-meta-error-broke-the-political-content-filter-on-threads-and-instagram-173020269.html,200,
2024-06-26_scotus_murthy_v_missouri.yaml,https://www.supremecourt.gov/opinions/23pdf/23-411_3dq3.pdf,200,
2024-06-26_scotus_murthy_v_missouri.yaml,https://firstamendment.mtsu.edu/article/murthy-v-missouri-2024/,200,
2024-06-27-ohio-v-epa-stay.yaml,https://www.supremecourt.gov/opinions/23pdf/23a349_4gc5.pdf,200,
2024-06-27-sec-v-jarkesy.yaml,https://www.supremecourt.gov/opinions/23pdf/22-859_8o6b.pdf,200,
2024-06-27_scotus_sec_v_jarkesy.yaml,https://www.supremecourt.gov/opinions/23pdf/22-859_1924.pdf,200,
2024-06-27_scotus_sec_v_jarkesy.yaml,https://www.reuters.com/legal/legalindustry/jurys-not-out-supreme-courts-jarkesy-decision-limits-secs-use-administrative-2024-07-18/,401,
2024-06-27_scotus_stay_ohio_v_epa_gnp.yaml,https://www.supremecourt.gov/opinions/23pdf/23a349_6537.pdf,200,
2024-06-27_scotus_stay_ohio_v_epa_gnp.yaml,https://www.brennancenter.org/our-work/analysis-opinion/what-supreme-courts-epa-stay-means,404,
2024-06-28-loper-bright.yaml,https://www.supremecourt.gov/opinions/23pdf/22-451_7m58.pdf,200,
2024-06-28_scotus_loper_bright_overrules_chevron.yaml,https://www.supremecourt.gov/opinions/23pdf/22-451_7m58.pdf,200,
2024-06-28_scotus_loper_bright_overrules_chevron.yaml,https://www.reuters.com/legal/us-supreme-court-curbs-federal-agency-powers-overturning-1984-precedent-2024-06-28/,401,
2024-07-09_ga_sb189_brennan_analysis.yaml,https://www.brennancenter.org/our-work/analysis-opinion/new-georgia-law-spurs-bogus-challenges-voter-eligibility,200,
2024-08-09-5th-circuit-geofence.yaml,https://law.justia.com/cases/federal/appellate-courts/ca5/22-40745/22-40745-2024-08-09.html,404,
2024-08-09_5th_circuit_geofence_warrants.yaml,https://www.ca5.uscourts.gov/opinions/pub/23/23-60321-CR0.pdf,200,
2024-08-09_5th_circuit_geofence_warrants.yaml,https://www.lawfaremedia.org/article/the-fifth-circuit-shuts-down-geofence-warrants-and-maybe-a-lot-more,200,
2024-08-09_5th_circuit_geofence_warrants.yaml,https://epic.org/fifth-circuit-rules-that-geofence-warrants-are-inherently-unconstitutional/,200,
2024-08-15_fec_ai_rulemaking_opens.yaml,https://www.reuters.com/world/us/us-fec-begin-rulemaking-ai-deepfakes-political-ads-2024-08-15/,401,
2024-08-15_fec_ai_rulemaking_opens.yaml,https://www.fec.gov/updates/august-2024-open-meeting/,404,
2024-09-19_pew_news_on_social_media.yaml,https://www.pewresearch.org/short-reads/2024/09/19/news-on-social-media-in-2024/,404,
2024-09-30_clc_ga_mass_challenges_guidance.yaml,https://campaignlegal.org/sites/default/files/2024-10/GA%20Mass%20Challenge%20Guidance%20Letter%202024.pdf,200,
2024-10-21_cochise_supervisor_plea.yaml,https://apnews.com/article/arizona-cochise-county-election-certification-criminal-512a5ab9b7cadd889b2bc5ad7f6de120,403,
2025-01-07-meta-ends-factchecking.yaml,https://about.fb.com/news/2025/01/meta-more-speech-fewer-mistakes/,200,
2025-01-07-meta-ends-factchecking.yaml,https://www.washingtonpost.com/technology/2025/08/04/meta-fact-check-community-notes-test-facebook-instagram/,403,
2025-01-23-dhs-rescinds-protected-areas.yaml,https://www.dhs.gov/news/2025/01/23/rescission-protected-areas-memorandum,404,
2025-01-24-ig-purge.yaml,https://apnews.com/article/4e8bc57e132c3f9a7f1c2a3754359993,403,
2025-01-24-ig-purge.yaml,https://static.politico.com/b3/3e/5baf92224503a3cfa8edb460a1c2/cigie-letter-to-white-house-1-24-2025.pdf,200,
2025-01-24-ig-purge.yaml,https://www.ignet.gov/sites/default/files/files/CIGIE%20Statement%20--%201_25_2025.pdf,500,
2025-01-24-ig-purge.yaml,https://www.judiciary.senate.gov/press/rep/releases/grassley-durbin-seek-presidential-explanation-for-ig-dismissals,200,
2025-01-28_greenblatt_cbs_reaction_ig_purge.yaml,https://www.cbsnews.com/news/inspector-general-mark-greenblatt-trump-firings-interview/,404,
2025-02-07_osc_dellinger_fired.yaml,https://www.supremecourt.gov/DocketPDF/24/24A790/343020/20250218140003661_Dellinger%20-%20SCOTUS%20Opposition.pdf,200,
2025-02-07_osc_dellinger_fired.yaml,https://www.scotusblog.com/2025/02/trump-asks-court-to-allow-firing-of-watchdog-agency-official/,200,
2025-02-10-oge-director-removed.yaml,https://www.nycbar.org/press-releases/firings-of-inspectors-general-are-illegal-and-invalid/,200,
2025-02-10_executive_order_fcpa_pause.yaml,https://www.whitehouse.gov/presidential-actions/2025/02/pausing-foreign-corrupt-practices-act-enforcement-to-further-american-economic-and-national-security/,200,
2025-02-10_executive_order_fcpa_pause.yaml,https://www.reuters.com/world/us/trump-loosen-enforcement-us-law-banning-bribery-foreign-officials-2025-02-10/,401,
2025-02-11-ap-barred-white-house-access.yaml,https://www.ap.org/the-definitive-source/announcements/ap-statement-on-oval-office-access/,200,
2025-02-11-ap-barred-white-house-access.yaml,https://www.theguardian.com/us-news/2025/apr/08/associated-press-white-house-access-court-ruling,404,
2025-02-11-ap-barred-white-house-access.yaml,https://www.washingtonpost.com/style/media/2025/04/08/associated-press-white-house-ban-lifted/,403,
2025-02-11-ap-barred-white-house-access.yaml,https://www.ap.org/media-center/ap-in-the-news/2025/the-associated-press-banned-from-white-house-press-pool-renews-request-to-court-for-reinstatement/,200,
2025-02-11-ap-barred-white-house-access.yaml,https://www.rcfp.org/briefs-comments/associated-press-v-budowich/,200,
2025-02-11-ap-barred-white-house-access.yaml,https://www.theguardian.com/us-news/2025/feb/14/white-house-ap-ban-oval-office,200,
2025-02-21_scotus_temporarily_keeps_osc_head.yaml,https://federalnewsnetwork.com/litigation/2025/02/the-supreme-court-wont-allow-trump-to-immediately-fire-head-of-whistleblower-office/,200,
2025-02-21_scotus_temporarily_keeps_osc_head.yaml,https://www.reuters.com/world/us/trump-administration-turns-us-supreme-court-bid-fire-agency-head-2025-02-17/,401,
2025-04-02-dot-enforcement-grace.yaml,https://www.transportation.gov/briefing-room/enforcement-policy-grace-period-through-august-1-2025,404,
2025-04-02_allvoting_ohio_rejections.yaml,https://allvotingislocal.org/reports/all-voting-is-local-ohio-report-reveals-34000-ballots-were-rejected-in-the-2024-election-2/,200,
2025-04-08_ap_access_order.yaml,https://www.washingtonpost.com/media/2025/04/08/associated-press-white-house-ban-lifted/,403,
2025-04-08_court_restores_ap_access.yaml,https://www.ap.org/media-center/ap-in-the-news/2025/ap-wins-reinstatement-to-white-house-events-after-judge-rules-government-cant-bar-its-journalists/,200,
2025-04-08_court_restores_ap_access.yaml,https://www.theguardian.com/us-news/2025/apr/08/judge-orders-white-house-restore-associated-press-access,200,
2025-04-09_uscis_social_media_policy.yaml,https://www.uscis.gov/newsroom/news-releases/dhs-to-begin-screening-aliens-social-media-activity-for-antisemitism,200,
2025-04-09_uscis_social_media_policy.yaml,https://www.washingtonpost.com/immigration/2025/04/09/antisemitic-social-media-immigrants/,403,
2025-04-15-press-pool-restructure.yaml,https://www.politico.com/news/2025/04/15/white-house-changes-press-pool-00292526,200,
2025-04-15-press-pool-restructure.yaml,https://whca.press/2025/04/15/statement-on-wh-changes-to-wire-pool-positions/,200,
2025-04-15-press-pool-restructure.yaml,https://pressfreedomtracker.us/all-incidents/white-house-wrests-control-of-presidential-press-pool-from-correspondents/,200,
2025-04-15_pressfreedomtracker_pool_control.yaml,https://pressfreedomtracker.us/all-incidents/white-house-wrests-control-of-presidential-press-pool-from-correspondents/,200,
2025-04-15_pressfreedomtracker_pool_control.yaml,https://whca.press/2025/04/15/statement-on-wh-changes-to-wire-pool-positions/,200,
2025-05-02_cochise_crosby_case_continues.yaml,https://www.azcentral.com/story/news/politics/elections/2025/05/02/cochise-county-supervisor-thomas-crosby-court-hearing-election-certification/,404,
2025-05-09_crs_geofence_sidebar.yaml,https://www.congress.gov/crs-product/LSB11274,200,
2025-05-22-gao-nevi-ica.yaml,https://www.gao.gov/assets/880/877916.pdf,200,
2025-05-22-gao-nevi-ica.yaml,https://www.govexec.com/oversight/2025/05/gao-transportation-department-cant-withhold-electric-vehicle-infrastructure-program-funds/405534/,,<urlopen error Tunnel connection failed: 403 Forbidden>
2025-06-03-visa-revocations-campus-protests.yaml,https://www.washingtonpost.com/education/2025/06/03/student-visas-revoked-campus-protests/,403,
2025-06-03-visa-revocations-campus-protests.yaml,https://www.aau.edu/newsroom/press-releases/aau-calls-transparency-reports-student-visa-revocations,404,
2025-06-07-dod-support-dhs-memo-and-la-deployments.yaml,https://www.whitehouse.gov/presidential-actions/2025/06/department-of-defense-security-for-the-protection-of-department-of-homeland-security-functions/,200,
2025-06-07-dod-support-dhs-memo-and-la-deployments.yaml,https://www.govinfo.gov/app/details/DCPD-202500672,200,
2025-06-07-dod-support-dhs-memo-and-la-deployments.yaml,https://news.usni.org/2025/06/09/700-marines-deploying-to-downtown-los-angeles,200,
2025-06-07-dod-support-dhs-memo-and-la-deployments.yaml,https://www.brookings.edu/articles/how-can-the-president-put-soldiers-on-the-streets-of-los-angeles/,200,
2025-06-07-dod-support-dhs-memo-and-la-deployments.yaml,https://www.aila.org/presidential-memo-on-dod-security-for-the-protection-of-dhs-functions,200,
2025-06-09-marines-los-angeles.yaml,https://news.usni.org/2025/06/09/700-marines-deploying-to-downtown-los-angeles,200,
2025-06-09-marines-los-angeles.yaml,https://www.northcom.mil/Newsroom/Press-Releases/Article/4210889/usnorthcom-statement-on-additional-military-personnel-in-the-los-angeles-area/,200,
2025-06-09_cpj_la_journalists_injured.yaml,https://cpj.org/2025/06/law-enforcement-injure-multiple-journalists-others-assaulted-while-covering-los-angeles-protests/,200,
2025-06-09_doj_fcpa_guidelines.yaml,https://www.justice.gov/dag/media/1403031/dl,200,
2025-06-09_doj_fcpa_guidelines.yaml,https://www.paulweiss.com/insights/client-memos/doj-fcpa-guidelines-end-the-enforcement-pause-and-shift-focus-to-us-interests,200,
2025-06-09_usni_marines_los_angeles.yaml,https://news.usni.org/2025/06/09/700-marines-deploying-to-downtown-los-angeles,200,
2025-06-10_ga_sc_blocks_hand_count_rule.yaml,https://www.ajc.com/politics/2025/06/georgia-high-court-rejects-election-boards-rules-for-hand-counts-and-inquiries/,200,
2025-06-11_ap_reporters_shot_roughed.yaml,https://cpj.org/2025/06/law-enforcement-injure-multiple-journalists-others-assaulted-while-covering-los-angeles-protests/,200,
2025-06-12_la_deployment_unlawful_district_ruling.yaml,https://www.politico.com/news/2025/06/12/judge-casts-doubt-military-deployment-california-00174746,404,
2025-06-12_la_deployment_unlawful_district_ruling.yaml,https://www.courthousenews.com/california-gets-a-win-in-challenge-to-national-guard-deployment/,404,
2025-06-13-starlink-outage.yaml,https://www.reuters.com/technology/space-exploration/starlink-hit-by-global-outage-2025-06-13/,401,
2025-06-13-starlink-outage.yaml,https://www.theverge.com/2025/6/13/24180976/starlink-outage-global-down,200,
2025-06-18_state_expanded_screening.yaml,https://www.state.gov/releases/office-of-the-spokesperson/2025/06/announcement-of-expanded-screening-and-vetting-for-visa-applicants,200,
2025-06-19-9th-circuit-stay.yaml,https://cdn.ca9.uscourts.gov/datastore/general/2025/06/19/25-3727.pdf,404,
2025-06-19-9th-circuit-stay.yaml,https://calmatters.org/justice/2025/06/9th-circuit-los-angeles-national-guard/,200,
2025-06-20_ninth_circuit_extends_stay_la_deployment.yaml,https://www.pbs.org/newshour/politics/appeals-court-temporarily-blocks-judges-ruling-to-return-control-of-national-guard-to-california,200,
2025-06-22_dhs_ntas_bulletin.yaml,https://www.dhs.gov/ntas/advisory/national-terrorism-advisory-system-bulletin-june-22-2025,200,
2025-06-26_brookings_la_troops_analysis.yaml,https://www.brookings.edu/articles/how-can-the-president-put-soldiers-on-the-streets-of-los-angeles/,200,
2025-06-27_house_moves_cut_gao_50pct.yaml,https://rollcall.com/2025/06/27/house-appropriators-approve-legislative-branch-bill-with-gao-cuts/,200,
2025-06-27_house_moves_cut_gao_50pct.yaml,https://federalnewsnetwork.com/congress/2025/07/senate-appropriators-reject-house-proposal-to-halve-gaos-budget-next-year/,200,
2025-06-30_eac_releases_2024_eavs.yaml,https://www.eac.gov/news/2025/06/30/us-election-assistance-commission-releases-2024-election-administration-and-voting,200,
2025-06-30_eac_releases_2024_eavs.yaml,https://www.eac.gov/sites/default/files/2025-06/2024_EAVS_Report_508c.pdf,200,
2025-07-10_brennan_survey_local_officials.yaml,https://www.brennancenter.org/our-work/research-reports/local-election-officials-survey-july-2025,200,
2025-07-11-lapd-tro-press.yaml,https://www.latimes.com/california/story/2025-07-11/federal-judge-lapd-journalists-order,,<urlopen error Tunnel connection failed: 403 Forbidden>
2025-07-11-lapd-tro-press.yaml,https://www.politico.com/news/2025/07/11/lapd-weapons-journalists-00448476,200,
2025-07-11_ncsl_private_funding_bans.yaml,https://www.ncsl.org/elections-and-campaigns/prohibiting-private-funding-of-elections,403,
2025-07-18-gsa-aws-onegov.yaml,https://www.gsa.gov/about-us/newsroom/news-releases/gsa-enters-into-1b-onegov-cloud-agreement-with-aws,404,
2025-07-18-gsa-aws-onegov.yaml,https://www.reuters.com/technology/amazon-inks-1-billion-cloud-deal-us-government-2025-07-18/,401,
2025-07-23_columbia_settlement.yaml,https://president.columbia.edu/news/resolution-federal-investigations-and-restoration-universitys-research-funding,200,
2025-07-23_columbia_settlement.yaml,https://www.whitehouse.gov/fact-sheets/2025/07/19853/,200,
2025-07-25_starlink_outage.yaml,https://www.reuters.com/technology/space-exploration/elon-musk-says-starlink-suffers-global-outage-2025-07-25/,401,
2025-07-25_starlink_outage.yaml,https://broadbandbreakfast.com/2025/07/starlink-outage/,404,
2025-08-02_trac_ice_arrests_drop_july.yaml,https://tracreports.org/whatsnew/email.250801.html,200,
2025-08-02_trac_ice_arrests_drop_july.yaml,https://www.axios.com/2025/08/05/ice-arrests-july-decline-immigrants,200,
2025-08-04_wapo_meta_notes_test.yaml,https://www.washingtonpost.com/technology/2025/08/04/meta-fact-check-community-notes-test-facebook-instagram/,403,
2025-08-05-gao-nih-ica.yaml,https://www.gao.gov/products/b-337203,200,
2025-08-05-gao-nih-ica.yaml,https://www.govexec.com/oversight/2025/08/trump-illegally-froze-1800-nih-medical-research-grants-congress-watchdog-says/407296/,,<urlopen error Tunnel connection failed: 403 Forbidden>
2025-08-05_ca_political_deepfake_law_blocked.yaml,https://www.politico.com/news/2025/08/05/judge-strikes-down-california-law-ai-political-ads-00498843,404,
2025-08-05_ca_political_deepfake_law_blocked.yaml,https://www.eff.org/deeplinks/2025/08/court-blocks-california-political-ad-deepfake-law,200,
2025-08-07_harvard_freeze_ap.yaml,https://apnews.com/article/32c1ae9dc542897496974a85aaa07b85,403,
2025-08-07_paramount_skydance_merger_closes.yaml,https://www.reuters.com/markets/us/paramount-skydance-ombudsman-deal-2025-07-24/,401,
2025-08-07_paramount_skydance_merger_closes.yaml,https://www.reuters.com/markets/us/skydance-closes-8-billion-paramount-deal-2025-08-07/,401,
2025-08-08_dc_federal_surge.yaml,https://www.reuters.com/world/us/white-house-ups-federal-law-enforcement-tourist-hot-spots-washington-dc-2025-08-08/,401,
2025-08-08_ucla_settlement_demand.yaml,https://www.reuters.com/world/us/newsom-calls-trumps-1-billion-ucla-settlement-offer-extortion-says-california-2025-08-09/,401,
2025-08-08_ucla_settlement_demand.yaml,https://www.politico.com/news/2025/08/08/trump-administration-demands-1-billion-from-university-of-california-los-angeles-00500213,200,
2025-08-10_fbi_patrols_dc.yaml,https://www.washingtonpost.com/dc-md-va/2025/08/10/fbi-agents-patrol-dc-surge/,403,
2025-08-11_dc_guard_prep.yaml,https://www.reuters.com/world/us/us-military-preparing-national-guard-activation-washington-dc-officials-say-2025-08-11/,401,
